15,13
13,14
17,15
15,16
19,17
17,18
21,19
19,20
13,21
21,22
24,22
22,23
26,24
24,25
14,26
26,27
29,27
27,28
16,29
29,30
32,30
30,31
18,32
32,33
35,33
33,34
20,35
35,36
23,36
36,37
39,25
25,38
28,39
39,40
38,37
37,41
31,40
40,42
34,42
42,41
3,15
15,14
1,13
13,15
2,14
14,13
4,17
17,16
1,15
15,17
3,16
16,15
5,19
19,18
1,17
17,19
4,18
18,17
6,21
21,20
1,19
19,21
5,20
20,19
2,13
13,22
1,21
21,13
6,22
22,21
8,24
24,23
2,22
22,24
6,23
23,22
7,26
26,25
2,24
24,26
8,25
25,24
3,14
14,27
2,26
26,14
7,27
27,26
9,29
29,28
3,27
27,29
7,28
28,27
4,16
16,30
3,29
29,16
9,30
30,29
10,32
32,31
4,30
30,32
9,31
31,30
5,18
18,33
4,32
32,18
10,33
33,32
11,35
35,34
5,33
33,35
10,34
34,33
6,20
20,36
5,35
35,20
11,36
36,35
8,23
23,37
6,36
36,23
11,37
37,36
12,39
39,38
7,25
25,39
8,38
38,25
9,28
28,40
7,39
39,28
12,40
40,39
12,38
38,41
8,37
37,38
11,41
41,37
10,31
31,42
9,40
40,31
12,42
42,40
11,34
34,41
10,42
42,34
12,41
41,42
